Key	English
InventoryItemDescriptions/InvDesc_257	It has a short singlet
InventoryItemNames/InvItem_258	Maroon Pants
InventoryItemDescriptions/InvDesc_258	Yup. Maroon and pants.
InventoryItemNames/InvItem_259	Adventure Hood
InventoryItemDescriptions/InvDesc_259	What time is it?
InventoryItemNames/InvItem_260	Red Strapped Shoes
InventoryItemDescriptions/InvDesc_260	Red shoes
InventoryItemNames/InvItem_261	Overall Dress
InventoryItemDescriptions/InvDesc_261	Its all over
InventoryItemNames/InvItem_262	Stripped Tights
InventoryItemDescriptions/InvDesc_262	Black and white tights.
InventoryItemNames/InvItem_263	Chef Hat
InventoryItemDescriptions/InvDesc_263	Bone Apple Tea
InventoryItemNames/InvItem_264	Cement Steps
InventoryItemDescriptions/InvDesc_264	5, 6, 7, 8
InventoryItemNames/InvItem_265	Water Tank Plan
InventoryItemDescriptions/InvDesc_265	Build a water tank.
InventoryItemNames/InvItem_266	Chef Jacket
InventoryItemDescriptions/InvDesc_266	Perfect to cook in.
InventoryItemNames/InvItem_267	Chef Pants
InventoryItemDescriptions/InvDesc_267	Pants for cooking
InventoryItemNames/InvItem_268	Orange Shorts
InventoryItemDescriptions/InvDesc_268	Easy to wear.
InventoryItemNames/InvItem_269	Orange T-Shirt
InventoryItemDescriptions/InvDesc_269	Bright T-Shirt
InventoryItemNames/InvItem_270	Brown Sandals
InventoryItemDescriptions/InvDesc_270	Slip those puppies on.
InventoryItemNames/InvItem_271	Hedge
InventoryItemDescriptions/InvDesc_271	A fence made from plants.
InventoryItemNames/InvItem_272	Roo Poo
InventoryItemDescriptions/InvDesc_272	It's poop. Plants might like it.
InventoryItemNames/InvItem_273	Palm Wood Lamp Post
InventoryItemDescriptions/InvDesc_273	Fence post that is also a light
InventoryItemNames/InvItem_274	Palm Wood Gate
InventoryItemDescriptions/InvDesc_274	Opens and closes.
InventoryItemNames/InvItem_275	Fertilizer
InventoryItemDescriptions/InvDesc_275	Will make plants grow faster.
InventoryItemNames/InvItem_276	Wood Bridge Rail
InventoryItemDescriptions/InvDesc_276	Stop you from falling in.
InventoryItemNames/InvItem_277	Bomb
InventoryItemDescriptions/InvDesc_277	Tick Tick Tick - BOOOM!
InventoryItemNames/InvItem_278	Sprinkler
InventoryItemDescriptions/InvDesc_278	Waters crops automatically.
InventoryItemNames/InvItem_279	Aviator Sun Glasses
InventoryItemDescriptions/InvDesc_279	Danger Zone!
InventoryItemNames/InvItem_280	Eye Patch
InventoryItemDescriptions/InvDesc_280	Yaaar
InventoryItemNames/InvItem_281	Fake Mustache
InventoryItemDescriptions/InvDesc_281	Doesn't mean it's not cool.
InventoryItemNames/InvItem_282	Modern Glasses
InventoryItemDescriptions/InvDesc_282	Helps you see.
InventoryItemNames/InvItem_283	Modern Sun Glasses
InventoryItemDescriptions/InvDesc_283	Helps you look cool.
InventoryItemNames/InvItem_284	Monicle
InventoryItemDescriptions/InvDesc_284	Don't let it fall off.
InventoryItemNames/InvItem_285	Old School Glasses
InventoryItemDescriptions/InvDesc_285	Helps you see.
InventoryItemNames/InvItem_286	Round Glasses
InventoryItemDescriptions/InvDesc_286	Helps you see.
InventoryItemNames/InvItem_287	Round Sun Glasses
InventoryItemDescriptions/InvDesc_287	Helps you look cool.
InventoryItemNames/InvItem_288	Small Glasses
InventoryItemDescriptions/InvDesc_288	Helps you see.
InventoryItemNames/InvItem_289	Small Sun Glasses
InventoryItemDescriptions/InvDesc_289	Helps you look cool.
InventoryItemNames/InvItem_290	Square Glasses
InventoryItemDescriptions/InvDesc_290	Helps you see.
InventoryItemNames/InvItem_291	Square Sun Glasses
InventoryItemDescriptions/InvDesc_291	Helps you look cool.
InventoryItemNames/InvItem_292	Jolly Beard
InventoryItemDescriptions/InvDesc_292	Makes you so Jolly!
InventoryItemNames/InvItem_293	Jolly Hat
InventoryItemDescriptions/InvDesc_293	So Jolly!
InventoryItemNames/InvItem_294	Jolly Pants
InventoryItemDescriptions/InvDesc_294	So Jolly! Ho Ho Ho!
InventoryItemNames/InvItem_295	Jolly Shirt
InventoryItemDescriptions/InvDesc_295	So Jolly! Ho Ho Ho!
InventoryItemNames/InvItem_296	Jolly Shoes
InventoryItemDescriptions/InvDesc_296	So Jolly! Ho Ho Ho!
InventoryItemNames/InvItem_297	Bananas
InventoryItemDescriptions/InvDesc_297	Squishy
InventoryItemNames/InvItem_298	Termite Nest
InventoryItemDescriptions/InvDesc_298	Gross. Its full of termites.
InventoryItemNames/InvItem_299	Dink
InventoryItemDescriptions/InvDesc_299	Dosh. Cash. Money.
InventoryItemNames/InvItem_300	Apple
InventoryItemDescriptions/InvDesc_300	One a day.
InventoryItemNames/InvItem_301	Hard Wood Log
InventoryItemDescriptions/InvDesc_301	This wood is harder than other wood I guess?
InventoryItemNames/InvItem_302	Animal Trap
InventoryItemDescriptions/InvDesc_302	Catch some stuff.
InventoryItemNames/InvItem_303	Scythe
InventoryItemDescriptions/InvDesc_303	I'm scythed about this.
InventoryItemNames/InvItem_304	Table Saw
InventoryItemDescriptions/InvDesc_304	Can cut wood into planks.
InventoryItemNames/InvItem_305	Wood Plank
InventoryItemDescriptions/InvDesc_305	A plank of gum wood.
InventoryItemNames/InvItem_306	Palm Wood Plank
InventoryItemDescriptions/InvDesc_306	A plank of palm wood.
InventoryItemNames/InvItem_307	Hard Wood Plank
InventoryItemDescriptions/InvDesc_307	A plank of hard wood.
InventoryItemNames/InvItem_308	Raw Drumstick
InventoryItemDescriptions/InvDesc_308	Delicious if you cook it. Not so much if you dont.
InventoryItemNames/InvItem_309	Pearl
InventoryItemDescriptions/InvDesc_309	A glistening pearl.
InventoryItemNames/InvItem_310	Cooked Drumstick
InventoryItemDescriptions/InvDesc_310	Delicious if you cook it. Not so much if you dont.
InventoryItemNames/InvItem_311	Magic Shovel
InventoryItemDescriptions/InvDesc_311	How is this so?
InventoryItemNames/InvItem_312	Magic Shovel of Dirt
InventoryItemDescriptions/InvDesc_312	How is this so?
InventoryItemNames/InvItem_313	Grass Seed
InventoryItemDescriptions/InvDesc_313	Grows grass!
InventoryItemNames/InvItem_314	Palm Wood Path
InventoryItemDescriptions/InvDesc_314	A wooden path for walking on.
InventoryItemNames/InvItem_315	Palm Wood Steps
InventoryItemDescriptions/InvDesc_315	5, 6, 7, 8
InventoryItemNames/InvItem_316	Gum Nut
InventoryItemDescriptions/InvDesc_316	Dont try and chew this.
InventoryItemNames/InvItem_317	Pine Cone
InventoryItemDescriptions/InvDesc_317	It kinda looks like a pine tree?
InventoryItemNames/InvItem_318	Palm Tree Seed
InventoryItemDescriptions/InvDesc_318	Grows into a palm tree.
InventoryItemNames/InvItem_319	Sleeping Bag
InventoryItemDescriptions/InvDesc_319	A bed on the go.
InventoryItemNames/InvItem_320	Kale
InventoryItemDescriptions/InvDesc_320	Healthy.
InventoryItemNames/InvItem_321	Kale Seeds
InventoryItemDescriptions/InvDesc_321	Put 'em in the ground!
InventoryItemNames/InvItem_322	Potato
InventoryItemDescriptions/InvDesc_322	Boil 'em, mash 'em.
InventoryItemNames/InvItem_323	Potato Seeds
InventoryItemDescriptions/InvDesc_323	Put 'em in the ground!
InventoryItemNames/InvItem_324	Wheat
InventoryItemDescriptions/InvDesc_324	Much tastier when it's been grinded.
InventoryItemNames/InvItem_325	Wheat Seeds
InventoryItemDescriptions/InvDesc_325	Put 'em in the ground!
InventoryItemNames/InvItem_326	Watermelon Seeds
InventoryItemDescriptions/InvDesc_326	Put 'em in the ground!
InventoryItemNames/InvItem_327	Watermelon
InventoryItemDescriptions/InvDesc_327	If only I could get into it.
InventoryItemNames/InvItem_328	Pumpkin
InventoryItemDescriptions/InvDesc_328	Is this spooky?
InventoryItemNames/InvItem_329	Pumpkin Seeds
InventoryItemDescriptions/InvDesc_329	Put 'em in the ground!
InventoryItemNames/InvItem_330	Onion
InventoryItemDescriptions/InvDesc_330	I'm getting teary.
InventoryItemNames/InvItem_331	Onion Seeds
InventoryItemDescriptions/InvDesc_331	Put 'em in the ground!
InventoryItemNames/InvItem_332	Visiting Site Deed
InventoryItemDescriptions/InvDesc_332	A place for visitors to easily set up camp.
InventoryItemNames/InvItem_333	Carp
InventoryItemDescriptions/InvDesc_333	Latin the day.
InventoryItemNames/InvItem_334	Eyestripe Surgeon Fish
InventoryItemDescriptions/InvDesc_334	This guy is a doctor.
InventoryItemNames/InvItem_335	Black & White Snapper
InventoryItemDescriptions/InvDesc_335	Snap.
InventoryItemNames/InvItem_336	Boofhead Catfish
InventoryItemDescriptions/InvDesc_336	Bit of a mean name.
InventoryItemNames/InvItem_337	Murray Cod
InventoryItemDescriptions/InvDesc_337	A massive fish!
InventoryItemNames/InvItem_338	Eel Tailed Catfish
InventoryItemDescriptions/InvDesc_338	Gross tail!
InventoryItemNames/InvItem_339	Stingray
InventoryItemDescriptions/InvDesc_339	Is this a fish?
InventoryItemNames/InvItem_340	MotorBike
InventoryItemDescriptions/InvDesc_340	Broom broom.
InventoryItemNames/InvItem_341	Bird Coop
InventoryItemDescriptions/InvDesc_341	Birds can live in this.
InventoryItemNames/InvItem_342	Animal Shop Deed
InventoryItemDescriptions/InvDesc_342	Build a Barn where animals can be sold.
InventoryItemNames/InvItem_343	Animal Feeder
InventoryItemDescriptions/InvDesc_343	Put animal food in here to feed animals.
InventoryItemNames/InvItem_344	Animal Food
InventoryItemDescriptions/InvDesc_344	Farm animals can munch on this.
InventoryItemNames/InvItem_345	Chicken Egg
InventoryItemDescriptions/InvDesc_345	What's inside?
InventoryItemNames/InvItem_346	Rock Path
InventoryItemDescriptions/InvDesc_346	A simple path made from rock.
InventoryItemNames/InvItem_347	Animal Stall
InventoryItemDescriptions/InvDesc_347	Large Animals can live in this
InventoryItemNames/InvItem_348	Vombat Whistle
InventoryItemDescriptions/InvDesc_348	Calls Vombats towards you.
InventoryItemNames/InvItem_349	Milking Bucket
InventoryItemDescriptions/InvDesc_349	Collect milk in this.
InventoryItemNames/InvItem_350	Milk
InventoryItemDescriptions/InvDesc_350	Creamy and tasty!
InventoryItemNames/InvItem_351	Wooden Flower Bed
InventoryItemDescriptions/InvDesc_351	Decorative Flower Bed
InventoryItemNames/InvItem_352	Hedge Arch
InventoryItemDescriptions/InvDesc_352	Walk under it!
InventoryItemNames/InvItem_353	Diving Knife
InventoryItemDescriptions/InvDesc_353	Harvest things that grow under water.
InventoryItemNames/InvItem_354	Pink Bow Hat
InventoryItemDescriptions/InvDesc_354	Little bow
InventoryItemNames/InvItem_355	Sun Hat
InventoryItemDescriptions/InvDesc_355	This will keep that sun off ya.
InventoryItemNames/InvItem_356	Gangsta Hat
InventoryItemDescriptions/InvDesc_356	This will keep that sun off ya.
InventoryItemNames/InvItem_357	Emu Mount
InventoryItemDescriptions/InvDesc_357	You can ride this mu.
InventoryItemNames/InvItem_358	Brick Fountain
InventoryItemDescriptions/InvDesc_358	A nice little water feature.
InventoryItemNames/InvItem_359	Cooking Table
InventoryItemDescriptions/InvDesc_359	A place to prepare meals.
InventoryItemNames/InvItem_360	Lamington
InventoryItemDescriptions/InvDesc_360	Coconuty
InventoryItemNames/InvItem_361	Fish and Chips
InventoryItemDescriptions/InvDesc_361	From the water and the dirt.
InventoryItemNames/InvItem_362	Fruit Salad
InventoryItemDescriptions/InvDesc_362	Yummy Yummy.
InventoryItemNames/InvItem_363	Garden Salad
InventoryItemDescriptions/InvDesc_363	Crunchy and fresh!
InventoryItemNames/InvItem_364	Hearty Stew
InventoryItemDescriptions/InvDesc_364	Warm in your tum.
InventoryItemNames/InvItem_365	Desert Rose Pot
InventoryItemDescriptions/InvDesc_365	A Desert Rose in a pot.
InventoryItemNames/InvItem_366	Fruit Bowl
InventoryItemDescriptions/InvDesc_366	A decorative bowl of fruit.
InventoryItemNames/InvItem_367	Alarm Clock
InventoryItemDescriptions/InvDesc_367	A clock. With an alarm.
InventoryItemNames/InvItem_368	Regal Clock
InventoryItemDescriptions/InvDesc_368	A big old clock.
InventoryItemNames/InvItem_369	Red Lava Lamp
InventoryItemDescriptions/InvDesc_369	Its all gooey.
InventoryItemNames/InvItem_370	Roo Plush
InventoryItemDescriptions/InvDesc_370	It's small and cute
InventoryItemNames/InvItem_371	Basic Wooden Floor
InventoryItemDescriptions/InvDesc_371	A wood floor.
InventoryItemNames/InvItem_372	Basic Wooden Wall
InventoryItemDescriptions/InvDesc_372	A wood wallpaper.
InventoryItemNames/InvItem_373	Dainty Floor
InventoryItemDescriptions/InvDesc_373	A dainty floor
InventoryItemNames/InvItem_374	Regal Rug
InventoryItemDescriptions/InvDesc_374	A regal rug.
InventoryItemNames/InvItem_375	Dainty Wall
InventoryItemDescriptions/InvDesc_375	A dainty wallpaper
InventoryItemNames/InvItem_376	Checkered Floor
InventoryItemDescriptions/InvDesc_376	Like a chess board!
InventoryItemNames/InvItem_377	Basic White Wall
InventoryItemDescriptions/InvDesc_377	White Slates
InventoryItemNames/InvItem_378	Light Blue Wall
InventoryItemDescriptions/InvDesc_378	Blue Slates
InventoryItemNames/InvItem_379	Checkered Wall
InventoryItemDescriptions/InvDesc_379	Black and white!
InventoryItemNames/InvItem_380	Museum Deed
InventoryItemDescriptions/InvDesc_380	A deed to build a museum that will catalogue all the island's wildlife.
InventoryItemNames/InvItem_381	Chequer Vest
InventoryItemDescriptions/InvDesc_381	Makes you smarter.
InventoryItemNames/InvItem_382	Old Key
InventoryItemDescriptions/InvDesc_382	This probably opens something...
InventoryItemNames/InvItem_383	Quarry
InventoryItemDescriptions/InvDesc_383	Pull up rocks from the depth every day
InventoryItemNames/InvItem_384	Old Gear
InventoryItemDescriptions/InvDesc_384	What does this do?
InventoryItemNames/InvItem_385	Yellow Hang Glider
InventoryItemDescriptions/InvDesc_385	Float your day away.
InventoryItemNames/InvItem_386	Candle hat
InventoryItemDescriptions/InvDesc_386	It's got a lil' candle on it. Cute!
InventoryItemNames/InvItem_387	Basic Spear
InventoryItemDescriptions/InvDesc_387	Long and sharp
InventoryItemNames/InvItem_388	Chicken Whistle
InventoryItemDescriptions/InvDesc_388	Call of the chook.
InventoryItemNames/InvItem_389	Basic Hammer
InventoryItemDescriptions/InvDesc_389	A big hammer for hitting things slowly.
InventoryItemNames/InvItem_390	Toad Skin
InventoryItemDescriptions/InvDesc_390	Kind of poison
InventoryItemNames/InvItem_391	Bulletin Board Deed
InventoryItemDescriptions/InvDesc_391	A place for the community to post news and requests.
InventoryItemNames/InvItem_392	Keg
InventoryItemDescriptions/InvDesc_392	Leave stuff in there for way too long.
InventoryItemNames/InvItem_393	Wattle Brew
InventoryItemDescriptions/InvDesc_393	Refreshing!
InventoryItemNames/InvItem_394	Camera
InventoryItemDescriptions/InvDesc_394	Cheese!
InventoryItemNames/InvItem_395	Animal Collection Point
InventoryItemDescriptions/InvDesc_395	Drop trapped animals inside to receive rewards.
InventoryItemNames/InvItem_396	Desert Rose
InventoryItemDescriptions/InvDesc_396	A desert flower.
InventoryItemNames/InvItem_397	Billy Button
InventoryItemDescriptions/InvDesc_397	A yellow puff
InventoryItemNames/InvItem_398	Royal Bluebell
InventoryItemDescriptions/InvDesc_398	A regal blue flower
InventoryItemNames/InvItem_399	Desert Pea
InventoryItemDescriptions/InvDesc_399	A strange red flower
InventoryItemNames/InvItem_400	Common Heath
InventoryItemDescriptions/InvDesc_400	A ver
InventoryItemNames/InvItem_401	Town Hall
InventoryItemDescriptions/InvDesc_401	The centre of any town.
InventoryItemNames/InvItem_402	Animal Shears
InventoryItemDescriptions/InvDesc_402	Snip off some wool!
InventoryItemNames/InvItem_403	Wool
InventoryItemDescriptions/InvDesc_403	Soft and fluffy
InventoryItemNames/InvItem_404	Animal Den
InventoryItemDescriptions/InvDesc_404	Smaller animals can live in these
InventoryItemNames/InvItem_405	Blueprint
InventoryItemDescriptions/InvDesc_405	Study this to learn crafting recipes
InventoryItemNames/InvItem_406	Pink Polka Dot Pants
InventoryItemDescriptions/InvDesc_406	Polka-y
InventoryItemNames/InvItem_407	Pink Polka Dot Shirt
InventoryItemDescriptions/InvDesc_407	Dotty.
InventoryItemNames/InvItem_408	Pink Polka dot Shoes
InventoryItemDescriptions/InvDesc_408	Step on the spot.
InventoryItemNames/InvItem_409	Pink Polka Dot Dress
InventoryItemDescriptions/InvDesc_409	Spot on.
InventoryItemNames/InvItem_410	Orange Dino Shirt
InventoryItemDescriptions/InvDesc_410	It's got a dino on it.
InventoryItemNames/InvItem_411	Skull Shirt
InventoryItemDescriptions/InvDesc_411	Rad.
InventoryItemNames/InvItem_412	Feather Shirt
InventoryItemDescriptions/InvDesc_412	Light as.
InventoryItemNames/InvItem_413	Black Baseball Cap
InventoryItemDescriptions/InvDesc_413	Strike 1
InventoryItemNames/InvItem_414	White Baseball Cap
InventoryItemDescriptions/InvDesc_414	Strike 1
InventoryItemNames/InvItem_415	White Sweat Pants
InventoryItemDescriptions/InvDesc_415	Pants for sweating.
InventoryItemNames/InvItem_416	Brown Sand Shoes
InventoryItemDescriptions/InvDesc_416	Slip these puppies on.
InventoryItemNames/InvItem_417	Camo Cap
InventoryItemDescriptions/InvDesc_417	Hide under your hat.
InventoryItemNames/InvItem_418	Camo Dress
InventoryItemDescriptions/InvDesc_418	Where is it?
InventoryItemNames/InvItem_419	Camo Pants
InventoryItemDescriptions/InvDesc_419	It's like wearing nothing at all
InventoryItemNames/InvItem_420	Camo Shirt
InventoryItemDescriptions/InvDesc_420	Hide in plain sight.
InventoryItemNames/InvItem_421	Camo Boots
InventoryItemDescriptions/InvDesc_421	Left, right, left
InventoryItemNames/InvItem_422	Cargo Pants
InventoryItemDescriptions/InvDesc_422	Pockets. Lots of pockets.
InventoryItemNames/InvItem_423	Blue Stripe Shirt
InventoryItemDescriptions/InvDesc_423	Or blue with white stripes?
InventoryItemNames/InvItem_424	Green Sand Shoes
InventoryItemDescriptions/InvDesc_424	Slip these puppies on.
InventoryItemNames/InvItem_425	Orange Cargo Pants
InventoryItemDescriptions/InvDesc_425	Pockets. Lots of pockets.
InventoryItemNames/InvItem_426	Orange Sand Shoes
InventoryItemDescriptions/InvDesc_426	Slip these puppies on.
InventoryItemNames/InvItem_427	Orange Stripe Shirt
InventoryItemDescriptions/InvDesc_427	Or yellow with orange stripes?
InventoryItemNames/InvItem_428	Straw Sun Hat
InventoryItemDescriptions/InvDesc_428	This will keep that sun off ya.
InventoryItemNames/InvItem_429	Red Puffy Jacket
InventoryItemDescriptions/InvDesc_429	It's warm!
