Key	English	French	Russian	Chinese (Simplified)	Japanese	Korean	Chinese (Traditional)	Thai	Indonesian	Italian	Spanish (Latin Americas)	Portuguese	Turkish	German	Notes
Cutscene/Narration_006	Looking for a young go-getter to accompany me to my old home, <IslandName>.þþþþVoyage and accommodation will be your initial compensation.þþþþAnyone interested, please meet me at the Airship terminal on Summer 1st.þ	Recherche jeune personne dynamique pour m'accompagner à mon ancien chez-moi, <IslandName>.þþLe voyage et le logement seront votre compensation initiale.þþToute personne intéressée peut me rencontrer au Terminal à dirigeables le Jour 1 de l'Été.	Я ищу молодого предприимчивого человека, который сопроводит меня в мой старый дом — на остров <IslandName>.þþПутешествие и проживание будут для тебя первоначальной компенсацией.þþЕсли интересно, встретимся в терминале дирижаблей в 1-й день лета.	正在寻找积极进取的年轻人陪我回故乡<IslandName>。þþ初步酬劳为免费的出行和住宿。þþ有意者请于夏季初日在飞艇航站楼与我会面。	故郷<IslandName>までついて行ってくれる若くてやる気のある人を求めている。þþ最初の報酬は航海と寝床。þþご興味のある方は、夏の初日に飛行機ターミナルまでおいでください。	나의 고향, <IslandName>까지 동행할 열정적인 젊은이를 찾습니다.þþ여행 경비와 숙박비를 첫 보상으로 드릴게요.þþ관심 있는 젊은이는 서머 1가의 비행선 터미널로 와서 나를 찾아주세요.	徵求一位年輕有為的夥伴，陪我回到我的故鄉，<IslandName>。þþ旅費和住宿將是你最初的報酬。þþ有興趣的人，請在夏季 1 日到飛船航廈跟我碰面。	กำลังมองหาหนุ่มสาวไฟแรงมาเป็นเพื่อนเดินทางกลับบ้านเดิมของฉันที่เกาะ <IslandName>þþค่าตอบแทนก้อนแรกที่จะได้รับคือการเดินทางไกลและที่พักþþถ้าใครสนใจ ให้มาหาฉันที่สถานีเรือเหาะในวันที่ 1 เดือนซัมเมอร์	Aku mencari seorang pemuda yang bersemangat untuk menemaniku ke rumah lamaku, <IslandName>.þþPesiar dan akomodasi akan menjadi kompensasi awalmu.þþBagi yang berminat, temui aku di terminal Airship pada tanggal 1 Musim Panas.	Cerco un giovane intraprendente che mi accompagni nella mia vecchia casa, <IslandName>.þþIl viaggio e l'alloggio saranno il compenso iniziale.þþChiunque sia interessato può incontrarmi al terminal del dirigibile il primo giorno d'estate.	Estoy buscando un joven ambicioso que me acompañe a mi antiguo hogar, <IslandName>.þþEl viaje y el alojamiento serán tu pago inicial.þþQuien esté interesado, puede verme en la terminal de dirigibles el primer día de verano.	Procuro uma pessoa empreendedora para me acompanhar até meu antigo lar, <IslandName>.þþViagem e acomodação serão seu pagamento inicial.þþQuem tiver interesse, me encontre no terminal de dirigíveis no 1º dia de verão.	Eski evime, <IslandName> Adası'na giderken bana eşlik edecek azimli bir genç aranıyor.þþSeyahat ve konaklama masraflarınız karşılanacak.þþİlgilenenler yazın ilk günü Zeplin terminalinde benimle buluşsun.	Ich suche einen jungen Draufgänger, der mich in meine alte Heimat, <IslandName>, begleitet.þþDie Reise und die Unterkunft sind die erste Vergütung.þþWer Interesse hat, trifft mich bitte am 1. Sommer am Luftschiffhafen.	
Cutscene/Narration_007	You leave for <IslandName> today.	Tu pars pour <IslandName> aujourd'hui.	Сегодня ты уезжаешь на остров <IslandName>.	今天，你将动身前往<IslandName>。	今日、<IslandName>に旅立つことになった。	오늘 <IslandName> 섬으로 출발합니다.	你們今天就要出發去<IslandName>了。	วันนี้ เธอจะได้เดินทางไป <IslandName>	Kamu berangkat ke <IslandName> hari ini.	Parti per <IslandName> oggi.	Hoy te vas a <IslandName>.	Você partirá para <IslandName> hoje.	Bugün <IslandName> Adası'na gitmek üzere yola çıkıyorsun.	Du reist heute nach <IslandName> ab.	
Cutscene/Narration_008	And you might have found a way out.	Et tu as peut-être trouvé comment t'en aller.	И, возможно, тебе удалось найти выход.	出路或许就在前方。	抜け出す方法も分かったかもしれない。	여길 벗어나는 길을 찾은 것 같군요.	也許你已經找到出路了。	และนี่อาจเป็นทางออกที่เธอมองหามานาน	Dan kamu mungkin telah menemukan jalan keluar.	Forse hai trovato una via d'uscita.	Y es posible que hayas encontrado una salida.	E você pode ter encontrado uma saída.	Sonunda buradan gitmenin bir yolunu bulmuş olabilirsin.	Und du hast möglicherweise einen Weg aus der Stadt gefunden.	
DailyChallenges/BreakATool	Break a Tool				道具を壊す	도구 깨기					Romper una herramienta	Quebrar uma ferramenta			
DailyChallenges/BuryAmountFruit	Bury {0} Fruit				果物を{0}個埋める	{0} 과일을 묻어라					Enterrar {0} frutas	Enterrar {0} frutas			
DailyChallenges/BuyANewTool	Buy a New Tool				新しい道具を購入する	새 도구 구입					Comprar una herramienta nueva	Comprar uma nova ferramenta			
DailyChallenges/BuyNewClothes	Buy some new Clothes				新しい服を購入する	새 옷을 구입하세요					Comprar ropa nueva	Comprar roupas novas			
DailyChallenges/BuyNewFlooring	Buy some new Flooring				新しい床を購入する	새 바닥재 구입					Comprar un piso nuevo	Comprar piso novo			
DailyChallenges/BuyNewFurniture	Buy some new Furniture				新しい家具を購入する	새 가구를 구입하세요					Comprar muebles nuevos	Comprar novos móveis			
DailyChallenges/BuyNewWallpaper	Buy some new Wallpaper				新しい壁紙を購入する	새로운 배경화면을 구입하세요					Comprar un papel tapiz nuevo	Comprar papel de parede novo			
DailyChallenges/CatchBugsAmount	Catch {0} bugs				虫を{0}匹捕まえる	{0}개의 버그 잡기					Atrapar {0} insectos	Pegar {0} insetos			
DailyChallenges/CatchFishAmount	Catch {0} Fish				魚を{0}匹釣る	물고기를 {0}마리 낚으세요					Atrapar {0} peces	Pegar {0} peixes			
DailyChallenges/ChatWithAmountResidents	Chat with {0} residents				住民{0}人と会話する	{0} 주민과 채팅					Hablar con {0} residentes	Conversar com {0} residentes			
DailyChallenges/ClearGrassAmount	Clear {0} Grass				草を{0}片付ける	{0} 잔디 지우기					Despejar {0} hierbas	Limpar {0} grama			
DailyChallenges/CollectShellsAmount	Collect {0} Shells				貝を{0}個集める	포탄을 {0}개 수집하세요					Recolectar {0} caracolas	Coletar {0} conchas			
DailyChallenges/CompostSomething	Compost something				何かを耕す	퇴비를 만들어라					Compostar algo	Compostar algo			
DailyChallenges/CookAtCookingTable	Cook at the Cooking table				調理台で料理する	요리 테이블에서 요리하기					Cocinar en la mesa de cocinar	Cozinhar na mesa de culinária			
DailyChallenges/CookFruitAmount	Cook {0} fruit				果物を{0}個料理する	{0} 과일 요리하기					Cocinar {0} frutas	Cozinhar {0} fruta			
DailyChallenges/CookMeatAmount	Cook {0} meat				肉jを{0}個料理する	{0} 고기 요리하기					Cocinar {0} trozos de carne	Cozinhar {0} carne			
DailyChallenges/CraftNewTool	Craft a new tool				新しい道具を製作する	새로운 도구를 만들어 보세요					Fabricar una herramienta nueva	Criar nova ferramenta			
DailyChallenges/CraftSomethingAmount	Craft {0} Items				アイテムを個製作する	{0} 아이템 제작					Fabricar {0} objetos	Criar {0} itens			
DailyChallenges/CutDownTreeAmount	Cut Down {0} Trees				木を{0}本伐採する	{0}그루의 나무를 자르세요					Derribar {0} árboles	Cortar {0} árvores			
DailyChallenges/CutStumpTreeAmount	Clear {0} Tree Stumps				木の切り株を{0}個片付ける	나무 그루터기를 {0}개 제거하세요					Despejar {0} tocones de árbol	Limpar {0} troncos de árvores			
DailyChallenges/DigUpDirtAmount	Dig up dirt {0} times				土を{0}回掘る	흙을 {0}번 파내세요					Cavar tierra {0} veces	Cavar a terra {0} vezes			
DailyChallenges/DoAJob	Do a job for someone				誰かの仕事を引き受ける	누군가를 위해 일을 해라					Hacer un trabajo para alguien	Fazer um trabalho para alguém			
DailyChallenges/EatSomething	Eat something				何かを食べる	뭔가 먹어					Comer algo	Comer algo			
DailyChallenges/FindSomeTreasure	Find some Burried Treasure				埋もれた宝物を発見する	묻혀있는 보물을 찾아보세요					Hallar un tesoro enterrado	Encontrar um tesouro enterrado			
DailyChallenges/GringStoneAmount	Grind {0} Stones				石を{0}個磨く	돌을 {0}개 갈기					Moler {0} piedras	Triturar {0} pedras			
DailyChallenges/HarvestAmountName	Harvest {0} {1}				{0}が{1}を収穫する	수확 {0} {1}					Cosechar {0} {1}	Colher {0} {1}			
DailyChallenges/HarvestCropAmount	Harvest {0} Crops				作物を{0}個収穫する	{0}개의 작물을 수확하세요					Cosechar {0} cultivos	Colher {0} plantações			
DailyChallenges/HarvestName	Harvest {1}				{1}を収穫する	수확 {1}					Cosechar {1}	Colher {1}			
DailyChallenges/HuntAnimalAmount	Hunt {0} Animals				動物を{0}匹狩る	{0}마리의 동물을 사냥하세요					Cazar {0} animales	Caçar {0} animais			
DailyChallenges/MakeDinks	Make {0} {1}				{1}を{0}個作る	{0}을 {1}로 만드세요					Ganar {0} {1}	Fazer {0} {1}			
DailyChallenges/PetAnAnimal	Pet an Animal				動物をペットにする	동물을 쓰다듬어 보세요					Acariciar un animal	Fazer carinho em um animal			
DailyChallenges/PlantCropSeedAmount	Plant {0} Crop Seeds				作物の種を{0}個植える	작물 씨앗을 {0}개 심으세요					Plantar {0} semillas de cultivo	Plantar {0} sementes de plantações			
DailyChallenges/PlantTreeSeedAmount	Plant {0} Tree Seeds				木の種を{0}個植える	나무 씨앗을 {0}개 심으세요					Plantar {0} semillas de árbol	Plantar {0} sementes de árvores			
DailyChallenges/PlantWildSeedAmount	Plant {0} Wild Seeds				植物の種を{0}個植える	{0}개의 야생 씨앗을 심습니다					Plantar {0} semillas silvestres	Plantar {0} sementes selvagens			
DailyChallenges/SawPlanksAmount	Saw {0} Planks				板を{0}枚切る	{0}개의 판자를 보았습니다					Cortar {0} tablas	Viu {0} pranchas			
DailyChallenges/SellBugsAmount	Sell {0} bugs				虫を{0}匹売る	버그 {0}개 판매					Vender {0} insectos	Vender {0} insetos			
DailyChallenges/SellCropAmount	Sell {0} Crops				作物を{0}個売る	{0} 작물 판매					Vender {0} cultivos	Vender {0} plantações			
DailyChallenges/SellCropSeedsAmount	Buy {0} Crop Seeds				作物の種を{0}個購入する	{0} 작물 씨앗 구매					Comprar {0} semillas de cultivo	Comprar {0} sementes de plantações			
DailyChallenges/SellFishAmount	Sell {0} Fish				魚を{0}匹売る	물고기를 {0}마리 판매하세요					Vender {0} peces	Vender {0} peixes			
DailyChallenges/SellFruitAmount	Sell {0} Fruit				果物を{0}個売る	{0} 과일 판매					Vender {0} frutas	Vender {0} frutas			
DailyChallenges/SellShellsAmount	Sell {0} Shells				貝を{0}個売る	{0} 포탄 판매					Vender {0} caracolas	Vender {0} conchas			
DailyChallenges/SmashOreRockAmount	Smash {0} Ore Rocks				鉱石を{0}個砕く	광석 바위를 {0}개 부수세요					Romper {0} rocas de mineral	Esmagar {0} rochas do minério			
DailyChallenges/SmashRockAmount	Smash {0} Rocks				岩を{0}個砕く	{0}개의 바위를 부수세요					Romper {0} rocas	Esmagar {0} rochas			
DailyChallenges/SmeltOreAmount	Smelt Ore into {0} bars				鉱石を{0}個の棒に製錬する	광석을 {0}바에 제련하세요					Fundir mineral en {0} barras	Sentiu minério em {0} barras			
DailyChallenges/SpendDinks	Spend {0} {1}				{1}を{0}個使用する	지출 {0} {1}					Gastar {0} {1}	Gastou {0} {1}			
DailyChallenges/TrapAnAnimal	Trap and Deliver an Animal				動物を捕獲して引き渡す	동물을 가두어 구출하기					Atrapar y entregar un animal	Prender e entregar um animal			
DailyChallenges/TravelAmountFoot	Travel {0}m by foot				徒歩で{0}m移動する	도보로 {0}m 이동					Recorrer {0} m a pie	Viajar {0}m a pé			
DailyChallenges/TravelAmountVehicle	Travel {0}m by vehicle				乗り物で{0}m移動する	차량으로 {0}분 이동					Recorrer {0} m en vehículo	Viajar {0}m em veículo			
DailyChallenges/WaterCropAmount	Water {0} Crops				作物{0}個に水をやる	물 {0} 작물					Regar {0} cultivos	Regar {0} plantações			
DescriptionDetails/FillsAnimalFeedersRange	Fills animal feeders {0} tiles out					동물 먹이통 {0} 타일을 채웁니다.									
DescriptionDetails/FoodTimerMins	m					중									
DescriptionDetails/FoodTimerPerTick	/t					/티									
DescriptionDetails/FoodTimerSeconds	s					에스									
DescriptionDetails/Number_Tiles_Wide	{0} Tiles Wide					{0} 타일 와이드									
DescriptionDetails/PullFromStorage	Can pull materials from storage boxes 5 tiles out					보관 상자에서 타일 5개를 꺼내 재료를 꺼낼 수 있습니다.									
DescriptionDetails/RequiresAnimalFood	Requires Animal Food					동물 먹이가 필요합니다									
DescriptionDetails/RequiresWaterTank	Requires Water Tank					물탱크 필요									
DescriptionDetails/Solar Compatible	Solar Compatible					태양광 호환									
DescriptionDetails/SortToStorage	Will try and auto stack materials in storage boxes 10 tiles out					10개 타일만큼 저장 상자에 재료를 자동으로 쌓도록 노력하겠습니다.									
DescriptionDetails/SpeedUpProductionTileRange	Speeds up certain production devices for up to {0} tiles					최대 {0}개 타일에 대한 특정 생산 장치의 속도를 높입니다.									
DescriptionDetails/Title_AddsATemporary	adds a temporary	ajoute de façon temporaire	добавляет временный	添加临时	一時的効果付与	임시 추가						adiciona um temporário			
DescriptionDetails/Title_Bury	Bury	Enterrer	Закапывать	掩埋	埋める	묻다						Enterrar			
DescriptionDetails/Title_Consumable	Consumable	Consommable	Потребляемый	消耗品	消費アイテム	소모품						Consumível			
DescriptionDetails/Title_Consuming	Consuming	Consommer	Потребляющий	消耗	消費する	태워 버리는						Consumindo			
DescriptionDetails/Title_ContinuesToProduce	Continues to produce	Continue à produire	Продолжает производить	继续产出	継続的に生産する	계속해서 생산하고 있습니다						Continua produzindo			
DescriptionDetails/Title_Damage	Damage	Dommage	Повреждение	伤害	ダメージ	손상						Danificar			
DescriptionDetails/Title_days	Days	jours	дней	天	日	날						dias			
DescriptionDetails/Title_GrowsOver	Grows over	Pousse par-dessus	Растет над	生长	成長する	자라다						Permite o crescimento			
DescriptionDetails/Title_Health	health	santé	здоровье	生命	体力	건강						saúde			
DescriptionDetails/Title_Plantable	Plantable	Plantable	Plantable	可种植	植え付け可能	심을 수 있는						Cultivável			
DescriptionDetails/Title_Produces	Produces	Produit	Производит	产出	生産する	생산하다						Produz			
DescriptionDetails/Title_Restores	restores	restaure	восстановления	恢复	回復する	복원						restaura			
